DEBUG:__main__, 2021-06-03 05:33:20,656, train, begin
INFO:__main__, 2021-06-03 05:37:02,264, epoch, 0001, 0.038864, 0.032548
INFO:__main__, 2021-06-03 05:40:48,120, epoch, 0002, 0.031608, 0.033099
INFO:__main__, 2021-06-03 05:44:39,110, epoch, 0003, 0.028945, 0.027786
INFO:__main__, 2021-06-03 05:48:27,307, epoch, 0004, 0.027230, 0.025952
INFO:__main__, 2021-06-03 05:52:16,487, epoch, 0005, 0.026455, 0.031928
INFO:__main__, 2021-06-03 05:56:03,229, epoch, 0006, 0.025300, 0.030874
INFO:__main__, 2021-06-03 05:59:49,622, epoch, 0007, 0.023404, 0.024458
INFO:__main__, 2021-06-03 06:03:46,912, epoch, 0008, 0.023315, 0.022300
INFO:__main__, 2021-06-03 06:07:34,691, epoch, 0009, 0.022981, 0.024203
INFO:__main__, 2021-06-03 06:11:18,758, epoch, 0010, 0.022485, 0.025309
INFO:__main__, 2021-06-03 06:15:06,428, epoch, 0011, 0.021835, 0.024969
DEBUG:__main__, 2021-06-03 06:23:23,542, train, begin
DEBUG:__main__, 2021-06-03 06:26:13,723, train, begin
INFO:__main__, 2021-06-03 06:30:03,236, epoch, 0001, 0.038416, 0.031242
INFO:__main__, 2021-06-03 06:34:07,966, epoch, 0002, 0.030653, 0.026626
INFO:__main__, 2021-06-03 06:38:04,612, epoch, 0003, 0.027445, 0.027087
INFO:__main__, 2021-06-03 06:41:39,616, epoch, 0004, 0.026232, 0.025493
INFO:__main__, 2021-06-03 06:45:11,905, epoch, 0005, 0.026555, 0.025799
INFO:__main__, 2021-06-03 06:48:43,817, epoch, 0006, 0.027007, 0.025139
INFO:__main__, 2021-06-03 06:52:10,486, epoch, 0007, 0.025422, 0.022618
INFO:__main__, 2021-06-03 06:55:40,582, epoch, 0008, 0.023518, 0.020556
INFO:__main__, 2021-06-03 06:59:11,101, epoch, 0009, 0.024228, 0.027941
INFO:__main__, 2021-06-03 07:02:40,797, epoch, 0010, 0.023918, 0.024644
INFO:__main__, 2021-06-03 07:06:15,046, epoch, 0011, 0.023513, 0.021734
INFO:__main__, 2021-06-03 07:09:47,640, epoch, 0012, 0.022581, 0.020797
INFO:__main__, 2021-06-03 07:13:49,617, epoch, 0013, 0.021838, 0.022727
INFO:__main__, 2021-06-03 07:17:48,229, epoch, 0014, 0.021726, 0.021041
INFO:__main__, 2021-06-03 07:21:43,432, epoch, 0015, 0.021319, 0.019954
INFO:__main__, 2021-06-03 07:25:39,057, epoch, 0016, 0.020909, 0.019604
INFO:__main__, 2021-06-03 07:29:28,061, epoch, 0017, 0.020389, 0.023635
